id,path,type,cluster,label,lifecycle,parent,directory,required_sections
model-intel-core-i7-12700,/รับซื้อ-intel-core-i7-12700-ขอนแก่น/,model,cpu-parts,Intel Core i7-12700,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-intel-core-i7-13700,/รับซื้อ-intel-core-i7-13700-ขอนแก่น/,model,cpu-parts,Intel Core i7-13700,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-amd-ryzen-5-5500,/รับซื้อ-amd-ryzen-5-5500-ขอนแก่น/,model,cpu-parts,AMD Ryzen 5 5500,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-amd-ryzen-5-5600,/รับซื้อ-amd-ryzen-5-5600-ขอนแก่น/,model,cpu-parts,AMD Ryzen 5 5600,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-amd-ryzen-5-7500f,/รับซื้อ-amd-ryzen-5-7500f-ขอนแก่น/,model,cpu-parts,AMD Ryzen 5 7500F,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-amd-ryzen-7-5700x,/รับซื้อ-amd-ryzen-7-5700x-ขอนแก่น/,model,cpu-parts,AMD Ryzen 7 5700X,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-amd-ryzen-7-7800x3d,/รับซื้อ-amd-ryzen-7-7800x3d-ขอนแก่น/,model,cpu-parts,AMD Ryzen 7 7800X3D,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-sony-a6000,/รับซื้อ-sony-a6000-ขอนแก่น/,model,camera,Sony A6000,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-sony-a6400,/รับซื้อ-sony-a6400-ขอนแก่น/,model,camera,Sony A6400,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-sony-a6600,/รับซื้อ-sony-a6600-ขอนแก่น/,model,camera,Sony A6600,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-sony-a7-iii,/รับซื้อ-sony-a7-iii-ขอนแก่น/,model,camera,Sony A7 III,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-sony-a7-iv,/รับซื้อ-sony-a7-iv-ขอนแก่น/,model,camera,Sony A7 IV,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-canon-eos-r,/รับซื้อ-canon-eos-r-ขอนแก่น/,model,camera,Canon EOS R,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-canon-eos-r6,/รับซื้อ-canon-eos-r6-ขอนแก่น/,model,camera,Canon EOS R6,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-canon-eos-r7,/รับซื้อ-canon-eos-r7-ขอนแก่น/,model,camera,Canon EOS R7,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-canon-eos-r10,/รับซื้อ-canon-eos-r10-ขอนแก่น/,model,camera,Canon EOS R10,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-fujifilm-x-t20,/รับซื้อ-fujifilm-x-t20-ขอนแก่น/,model,camera,Fujifilm X-T20,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-fujifilm-x-t30,/รับซื้อ-fujifilm-x-t30-ขอนแก่น/,model,camera,Fujifilm X-T30,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-fujifilm-x-t4,/รับซื้อ-fujifilm-x-t4-ขอนแก่น/,model,camera,Fujifilm X-T4,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-fujifilm-x-t5,/รับซื้อ-fujifilm-x-t5-ขอนแก่น/,model,camera,Fujifilm X-T5,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-fujifilm-x-s10,/รับซื้อ-fujifilm-x-s10-ขอนแก่น/,model,camera,Fujifilm X-S10,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-fujifilm-x-h1,/รับซื้อ-fujifilm-x-h1-ขอนแก่น/,model,camera,Fujifilm X-H1,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-olympus-em10-mark-iii,/รับซื้อ-olympus-em10-mark-iii-ขอนแก่น/,model,camera,Olympus OM-D E-M10 Mark III,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-olympus-em5-mark-iii,/รับซื้อ-olympus-em5-mark-iii-ขอนแก่น/,model,camera,Olympus OM-D E-M5 Mark III,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-panasonic-g85,/รับซื้อ-panasonic-g85-ขอนแก่น/,model,camera,Panasonic Lumix G85,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-panasonic-gh5,/รับซื้อ-panasonic-gh5-ขอนแก่น/,model,camera,Panasonic Lumix GH5,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-nikon-z5,/รับซื้อ-nikon-z5-ขอนแก่น/,model,camera,Nikon Z5,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-playstation-5,/รับซื้อ-playstation-5-ขอนแก่น/,model,console,PlayStation 5,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-playstation-5-slim,/รับซื้อ-playstation-5-slim-ขอนแก่น/,model,console,PlayStation 5 Slim,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-playstation-4-pro,/รับซื้อ-playstation-4-pro-ขอนแก่น/,model,console,PlayStation 4 Pro,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-nintendo-switch,/รับซื้อ-nintendo-switch-ขอนแก่น/,model,console,Nintendo Switch,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-nintendo-switch-oled,/รับซื้อ-nintendo-switch-oled-ขอนแก่น/,model,console,Nintendo Switch OLED,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-nintendo-switch-lite,/รับซื้อ-nintendo-switch-lite-ขอนแก่น/,model,console,Nintendo Switch Lite,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-xbox-series-x,/รับซื้อ-xbox-series-x-ขอนแก่น/,model,console,Xbox Series X,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-xbox-series-s,/รับซื้อ-xbox-series-s-ขอนแก่น/,model,console,Xbox Series S,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-steam-deck,/รับซื้อ-steam-deck-ขอนแก่น/,model,console,Steam Deck,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rog-ally,/รับซื้อ-rog-ally-ขอนแก่น/,model,console,ASUS ROG Ally,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-monitor-24-ips,/รับซื้อ-monitor-24-ips-ขอนแก่น/,model,monitor,จอคอม 24 นิ้ว IPS,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-monitor-27-ips,/รับซื้อ-monitor-27-ips-ขอนแก่น/,model,monitor,จอคอม 27 นิ้ว IPS,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-monitor-27-144hz,/รับซื้อ-monitor-27-144hz-ขอนแก่น/,model,monitor,จอเกมมิ่ง 27 นิ้ว 144Hz,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-monitor-27-165hz,/รับซื้อ-monitor-27-165hz-ขอนแก่น/,model,monitor,จอเกมมิ่ง 27 นิ้ว 165Hz,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-monitor-32-144hz,/รับซื้อ-monitor-32-144hz-ขอนแก่น/,model,monitor,จอเกมมิ่ง 32 นิ้ว 144Hz,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-monitor-2k,/รับซื้อ-monitor-2k-ขอนแก่น/,model,monitor,จอคอม 2K QHD,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-monitor-4k,/รับซื้อ-monitor-4k-ขอนแก่น/,model,monitor,จอคอม 4K,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-monitor-ultrawide,/รับซื้อ-monitor-ultrawide-ขอนแก่น/,model,monitor,จอ Ultrawide,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-monitor-oled,/รับซื้อ-monitor-oled-ขอนแก่น/,model,monitor,จอ OLED Gaming,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-portable-monitor,/รับซื้อ-portable-monitor-ขอนแก่น/,model,monitor,จอ Portable Monitor,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-dji-mini-2,/รับซื้อ-dji-mini-2-ขอนแก่น/,model,drone-action,DJI Mini 2,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-dji-mini-3-pro,/รับซื้อ-dji-mini-3-pro-ขอนแก่น/,model,drone-action,DJI Mini 3 Pro,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-dji-mini-4-pro,/รับซื้อ-dji-mini-4-pro-ขอนแก่น/,model,drone-action,DJI Mini 4 Pro,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-dji-air-2s,/รับซื้อ-dji-air-2s-ขอนแก่น/,model,drone-action,DJI Air 2S,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-dji-air-3,/รับซื้อ-dji-air-3-ขอนแก่น/,model,drone-action,DJI Air 3,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-dji-mavic-air,/รับซื้อ-dji-mavic-air-ขอนแก่น/,model,drone-action,DJI Mavic Air,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-gopro-hero-10,/รับซื้อ-gopro-hero-10-ขอนแก่น/,model,drone-action,GoPro HERO10,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-gopro-hero-11,/รับซื้อ-gopro-hero-11-ขอนแก่น/,model,drone-action,GoPro HERO11,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-gopro-hero-12,/รับซื้อ-gopro-hero-12-ขอนแก่น/,model,drone-action,GoPro HERO12,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-dji-osmo-action-4,/รับซื้อ-dji-osmo-action-4-ขอนแก่น/,model,drone-action,DJI Osmo Action 4,INDEX,/รับซื้อโดรน-gopro-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-apple-watch-series-7,/รับซื้อ-apple-watch-series-7-ขอนแก่น/,model,smartwatch,Apple Watch Series 7,INDEX,/รับซื้อสมาร์ทวอทช์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-apple-watch-series-8,/รับซื้อ-apple-watch-series-8-ขอนแก่น/,model,smartwatch,Apple Watch Series 8,INDEX,/รับซื้อสมาร์ทวอทช์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-apple-watch-series-9,/รับซื้อ-apple-watch-series-9-ขอนแก่น/,model,smartwatch,Apple Watch Series 9,INDEX,/รับซื้อสมาร์ทวอทช์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-apple-watch-ultra,/รับซื้อ-apple-watch-ultra-ขอนแก่น/,model,smartwatch,Apple Watch Ultra,INDEX,/รับซื้อสมาร์ทวอทช์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-apple-watch-ultra-2,/รับซื้อ-apple-watch-ultra-2-ขอนแก่น/,model,smartwatch,Apple Watch Ultra 2,INDEX,/รับซื้อสมาร์ทวอทช์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
